Sr.No,Date,Invoice No,Challan No,Challan Date,P.O. Date,Product Name,Qty,Unit Price,Amount,Discount,Total Value,Packing & Forwarding,Freight,CGST(9%),SGST(9%),GST Tax Total,Sub Total,Rounded Off,Total
168,20-Dec-17,ARH/D1217/116,116,20-Dec-17,23-Nov-17,Conductivity Float Level Switch,4,11700,46800,,46800,,,4212,4212,8424,55224,,55224
169,21-Dec-17,ARH/D1217/117,117,21-Dec-17,24-Nov-17,Magnetic Float Level Switch,3,12300,36900,,36900,250,,3321,3321,6642,43792,,43792
170,22-Dec-17,ARH/D1217/118,118,22-Dec-17,20-Dec-17,Magnetic Float Level Switch,3,12300,36900,5%,35055,250,,3154.95,3154.95,6309.9,41614.9,0.9,41614
171,23-Dec-17,ARH/D1217/119,119,23-Dec-17,26-Nov-17,Capicitance Type,1,35000,35000,,35000,,,3150,3150,6300,41300,,41300
172,25-Dec-17,ARH/D1217/120,120,25-Dec-17,27-Nov-17,Miniature Level Switch(SS),2,1502,3004,,3004,,,270.36,270.36,540.72,3544.72,0.72,3544
173,25-Dec-17,ARH/D1217/121,121,25-Dec-17,28-Nov-17,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
174,25-Dec-17,ARH/D1217/122,122,25-Dec-17,29-Nov-17,Conductivity Float Level Switch,4,11700,46800,10%,42120,,,3790.8,3790.8,7581.6,49701.6,0.6,49701
175,27-Dec-17,ARH/D1217/123,123,27-Dec-17,30-Nov-17,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
176,28-Dec-17,ARH/D1217/124,124,28-Dec-17,1-Dec-17,Conductivity Float Level Switch,4,11700,46800,10%,42120,150,,3790.8,3790.8,7581.6,49851.6,0.6,49851
Sr.No,Date,Invoice No,Challan No,Challan Date,P.O. Date,Product Name,Qty,Unit Price,Amount,Discount,Total Value,Packing & Forwarding,Freight,CGST(9%),SGST(9%),GST Tax Total,Sub Total,Rounded Off,Total
1,1-Jan-18,ARH/J118/100,100,1-Jan-18,7-Dec-17,Tubuler Type Level Gauge,3,2900,8700,,8700,100,25,783,783,1566,10391,,10391
2,3-Jan-18,ARH/J118/101,101,3-Jan-18,8-Dec-17,By-Pass Level Indicator,2,3500,7000,,7000,,,630,630,1260,8260,,8260
3,4-Jan-18,ARH/J118/102,102,4-Jan-18,9-Dec-17,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
4,4-Jan-18,ARH/J118/103,103,4-Jan-18,10-Dec-17,By-Pass Level Indicator,5,3500,17500,,17500,,,1575,1575,3150,20650,,20650
5,8-Jan-18,ARH/J118/104,104,8-Jan-18,3-Jan-18,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
6,10-Jan-18,ARH/J118/105,105,10-Jan-18,12-Dec-17,Tubuler Type Level Gauge,3,2900,8700,15%,7395,100,25,665.55,665.55,1331.1,8851.1,0.1,8851
7,11-Jan-18,ARH/J118/106,106,11-Jan-18,13-Dec-17,Capicitance Type,1,35000,35000,,35000,,,3150,3150,6300,41300,,41300
8,12-Jan-18,ARH/J118/107,107,12-Jan-18,14-Dec-17,Conductivity Level Switch,2,4250,8500,,8500,,60,765,765,1530,10090,,10090
9,13-Jan-18,ARH/J118/108,108,13-Jan-18,21-Dec-17,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
10,15-Jan-18,ARH/J118/109,109,15-Jan-18,16-Dec-17,Tubuler Type Level Gauge,2,2900,5800,,5800,100,25,522,522,1044,6969,,6969
11,15-Jan-18,ARH/J118/110,110,15-Jan-18,17-Dec-17,By-Pass Level Indicator,5,3500,17500,,17500,,,1575,1575,3150,20650,,20650
12,15-Jan-18,ARH/J118/111,111,15-Jan-18,12-Jan-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
13,16-Jan-18,ARH/J118/112,112,16-Jan-18,19-Dec-17,Tubuler Type Level Gauge,5,2900,14500,,14500,100,25,1305,1305,2610,17235,,17235
14,19-Jan-18,ARH/J118/113,113,19-Jan-18,20-Dec-17,Tubuler Type Level Gauge,2,2900,5800,10%,5220,100,25,469.8,469.8,939.6,6284.6,0.6,6284
15,20-Jan-18,ARH/J118/114,114,20-Jan-18,21-Dec-17,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
16,20-Jan-18,ARH/J118/115,115,20-Jan-18,22-Dec-17,By-Pass Level Indicator,3,3500,10500,,10500,,,945,945,1890,12390,,12390
17,27-Jan-18,ARH/J118/116,116,27-Jan-18,30-Dec-17,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
18,1-Feb-18,ARH/F218/100,100,1-Feb-18,3-Jan-18,Magnetic Float Level Switch,5,12300,61500,15%,52275,350,,4704.75,4704.75,9409.5,62034.5,0.5,62034
19,2-Feb-18,ARH/F218/101,101,2-Feb-18,4-Jan-18,Conductivity Float Level Switch,3,11700,35100,,35100,350,,3159,3159,6318,41768,,41768
20,3-Feb-18,ARH/F218/102,102,3-Feb-18,5-Jan-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
21,6-Feb-18,ARH/F218/103,103,6-Feb-18,15-Jan-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
22,7-Feb-18,ARH/F218/104,104,7-Feb-18,7-Jan-18,External Chambers,1,4200,4200,,4200,,,378,378,756,4956,,4956
23,8-Feb-18,ARH/F218/105,105,8-Feb-18,8-Jan-18,Transparent Level Gauge,2,85000,170000,,170000,,,15300,15300,30600,200600,,200600
24,9-Feb-18,ARH/F218/106,106,9-Feb-18,17-Jan-18,Reflex Level Gauge,1,7200,7200,10%,6480,,,583.2,583.2,1166.4,7646.4,0.4,7646
25,10-Feb-18,ARH/F218/107,107,10-Feb-18,10-Jan-18,Magnetic Float Level Switch,4,12300,49200,,49200,350,,4428,4428,8856,58406,,58406
26,12-Feb-18,ARH/F218/108,108,12-Feb-18,11-Jan-18,Conductivity Float Level Switch,5,11700,58500,,58500,350,,5265,5265,10530,69380,,69380
27,12-Feb-18,ARH/F218/109,109,12-Feb-18,8-Feb-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
28,13-Feb-18,ARH/F218/110,110,13-Feb-18,13-Jan-18,Magnetic Float Level Switch,3,12300,36900,,36900,350,,3321,3321,6642,43892,,43892
29,14-Feb-18,ARH/F218/111,111,14-Feb-18,14-Jan-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
30,15-Feb-18,ARH/F218/112,112,15-Feb-18,15-Jan-18,Conductivity Float Level Switch,2,11700,23400,,23400,350,,2106,2106,4212,27962,,27962
31,16-Feb-18,ARH/F218/113,113,16-Feb-18,16-Jan-18,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
32,17-Feb-18,ARH/F218/114,114,17-Feb-18,17-Jan-18,Capicitance Type,1,35000,35000,5%,33250,450,,2992.5,2992.5,5985,39685,,39685
33,19-Feb-18,ARH/F218/115,115,19-Feb-18,12-Feb-18,Magnetic Float Level Switch,3,12300,36900,5%,35055,350,,3154.95,3154.95,6309.9,41714.9,0.9,41714
34,20-Feb-18,ARH/F218/116,116,20-Feb-18,19-Jan-18,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
35,21-Feb-18,ARH/F218/117,117,21-Feb-18,20-Jan-18,Conductivity Float Level Switch,4,11700,46800,,46800,350,,4212,4212,8424,55574,,55574
36,22-Feb-18,ARH/F218/118,118,22-Feb-18,17-Jan-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
37,23-Feb-18,ARH/F218/119,119,23-Feb-18,22-Jan-18,Magnetic Float Level Switch,2,12300,24600,,24600,350,,2214,2214,4428,29378,,29378
38,27-Feb-18,ARH/F218/120,120,27-Feb-18,28-Jan-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
39,2-Mar-18,ARH/M318/100,100,2-Mar-18,10-Feb-18,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
40,3-Mar-18,ARH/M318/101,101,3-Mar-18,11-Feb-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
41,7-Mar-18,ARH/M318/102,102,7-Mar-18,12-Feb-18,Side Mount Level Switch,5,6000,30000,,30000,,,2700,2700,5400,35400,,35400
42,7-Mar-18,ARH/M318/103,103,7-Mar-18,25-Feb-18,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
43,7-Mar-18,ARH/M318/104,104,7-Mar-18,14-Feb-18,Float And Board Level Indicator,3,3520,10560,,10560,,25,950.4,950.4,1900.8,12485.8,0.8,12485
44,7-Mar-18,ARH/M318/105,105,7-Mar-18,15-Feb-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
45,8-Mar-18,ARH/M318/106,106,8-Mar-18,1-Mar-18,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
46,9-Mar-18,ARH/M318/107,107,9-Mar-18,17-Feb-18,Side Mount Level Switch,3,6000,18000,,18000,,,1620,1620,3240,21240,,21240
47,10-Mar-18,ARH/M318/108,108,10-Mar-18,25-Feb-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
48,12-Mar-18,ARH/M318/109,109,12-Mar-18,19-Feb-18,Miniature Level Switch(SS),1,1502,1502,15%,1276.7,,,114.903,114.903,229.806,1506.506,0.506,1506
49,12-Mar-18,ARH/M318/110,110,12-Mar-18,20-Feb-18,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
50,13-Mar-18,ARH/M318/111,111,13-Mar-18,21-Feb-18,Side Mount Level Switch,2,6000,12000,,12000,,,1080,1080,2160,14160,,14160
51,14-Mar-18,ARH/M318/112,112,14-Mar-18,10-Mar-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
52,15-Mar-18,ARH/M318/113,113,15-Mar-18,23-Feb-18,Side Mount Level Switch,2,6000,12000,,12000,,,1080,1080,2160,14160,,14160
53,16-Mar-18,ARH/M318/114,114,16-Mar-18,24-Feb-18,Conductivity Float Level Switch,1,11700,11700,5%,11115,350,,1000.35,1000.35,2000.7,13465.7,0.7,13465
54,17-Mar-18,ARH/M318/115,115,17-Mar-18,25-Feb-18,External Chambers,1,4200,4200,5%,3990,,,359.1,359.1,718.2,4708.2,0.2,4708
55,20-Mar-18,ARH/M318/116,116,20-Mar-18,26-Feb-18,Side Mount Level Switch,2,6000,12000,,12000,,,1080,1080,2160,14160,,14160
56,23-Mar-18,ARH/M318/117,117,23-Mar-18,27-Feb-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
57,27-Mar-18,ARH/M318/118,118,27-Mar-18,1-Mar-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
58,2-Apr-18,ARH/A418/100,100,2-Apr-18,1-Mar-18,Magnetic Float Level Switch,3,12300,36900,5%,35055,350,,3154.95,3154.95,6309.9,41714.9,0.9,41714
59,3-Apr-18,ARH/A418/101,101,3-Apr-18,,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
60,4-Apr-18,ARH/A418/102,102,4-Apr-18,3-Mar-18,Conductivity Float Level Switch,5,11700,58500,5%,55575,350,,5001.75,5001.75,10003.5,65928.5,0.5,65928
61,5-Apr-18,ARH/A418/103,103,5-Apr-18,4-Mar-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
62,6-Apr-18,ARH/A418/104,104,6-Apr-18,5-Mar-18,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
63,7-Apr-18,ARH/A418/105,105,7-Apr-18,18-Mar-18,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
64,10-Apr-18,ARH/A418/106,106,10-Apr-18,,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
65,10-Apr-18,ARH/A418/107,107,10-Apr-18,8-Mar-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
66,10-Apr-18,ARH/A418/108,108,10-Apr-18,9-Mar-18,Magnetic Float Level Switch,2,12300,24600,,24600,350,,2214,2214,4428,29378,,29378
67,11-Apr-18,ARH/A418/109,109,11-Apr-18,10-Apr-18,Conductivity Float Level Switch,4,11700,46800,5%,44460,350,,4001.4,4001.4,8002.8,52812.8,0.8,52812
68,12-Apr-18,ARH/A418/110,110,12-Apr-18,,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
69,13-Apr-18,ARH/A418/111,111,13-Apr-18,18-Mar-18,Miniature Level Switch(SS),1,1502,1502,,1502,,,135.18,135.18,270.36,1772.36,0.36,1772
70,14-Apr-18,ARH/A418/112,112,14-Apr-18,13-Mar-18,Magnetic Float Level Switch,3,12300,36900,5%,35055,350,,3154.95,3154.95,6309.9,41714.9,0.9,41714
71,14-Apr-18,ARH/A418/113,113,14-Apr-18,14-Mar-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
72,16-Apr-18,ARH/A418/114,114,16-Apr-18,10-Apr-18,Conductivity Float Level Switch,2,11700,23400,5%,22230,350,,2000.7,2000.7,4001.4,26581.4,0.4,26581
73,17-Apr-18,ARH/A418/115,115,17-Apr-18,16-Mar-18,External Chambers,1,4200,4200,5%,3990,,,359.1,359.1,718.2,4708.2,0.2,4708
74,18-Apr-18,ARH/A418/116,116,18-Apr-18,,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
75,19-Apr-18,ARH/A418/117,117,19-Apr-18,18-Mar-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
76,20-Apr-18,ARH/A418/118,118,20-Apr-18,19-Mar-18,Magnetic Float Level Switch,5,12300,61500,5%,58425,350,,5258.25,5258.25,10516.5,69291.5,0.5,69291
77,21-Apr-18,ARH/A418/119,119,21-Apr-18,20-Mar-18,Conductivity Float Level Switch,2,11700,23400,5%,22230,350,,2000.7,2000.7,4001.4,26581.4,0.4,26581
78,28-Apr-18,ARH/A418/120,120,28-Apr-18,25-Apr-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
79,5-May-18,ARH/M518/100,100,5-May-18,10-Apr-18,By-Pass Level Indicator,4,3500,14000,,14000,,,1260,1260,2520,16520,,16520
80,6-May-18,ARH/M518/101,101,6-May-18,11-Apr-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
81,7-May-18,ARH/M518/102,102,7-May-18,27-Apr-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
82,8-May-18,ARH/M518/103,103,8-May-18,13-Apr-18,Tubuler Type Level Gauge,5,2900,14500,,14500,100,25,1305,1305,2610,17235,,17235
83,9-May-18,ARH/M518/104,104,9-May-18,14-Apr-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
84,10-May-18,ARH/M518/105,105,10-May-18,15-Apr-18,By-Pass Level Indicator,2,3500,7000,,7000,,,630,630,1260,8260,,8260
85,11-May-18,ARH/M518/106,106,11-May-18,1-May-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
86,12-May-18,ARH/M518/107,107,12-May-18,17-Apr-18,Tubuler Type Level Gauge,3,2900,8700,,8700,100,25,783,783,1566,10391,,10391
87,12-May-18,ARH/M518/108,108,12-May-18,14-Apr-18,External Chambers,2,4200,8400,5%,7980,,,718.2,718.2,1436.4,9416.4,0.4,9416
88,14-May-18,ARH/M518/109,109,14-May-18,19-Apr-18,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
89,15-May-18,ARH/M518/110,110,15-May-18,20-Apr-18,By-Pass Level Indicator,3,3500,10500,,10500,,,945,945,1890,12390,,12390
90,16-May-18,ARH/M518/111,111,16-May-18,10-May-18,Conductivity Float Level Switch,1,11700,11700,5%,11115,350,,1000.35,1000.35,2000.7,13465.7,0.7,13465
91,17-May-18,ARH/M518/112,112,17-May-18,14-Apr-18,Tubuler Type Level Gauge,2,2900,5800,,5800,100,25,522,522,1044,6969,,6969
92,18-May-18,ARH/M518/113,113,18-May-18,23-Apr-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
93,18-May-18,ARH/M518/114,114,18-May-18,24-Apr-18,Miniature Level Switch(SS),1,1502,1502,15%,1276.7,,,114.903,114.903,229.806,1506.506,0.506,1506
94,18-May-18,ARH/M518/115,115,18-May-18,25-Apr-18,By-Pass Level Indicator,2,3500,7000,,7000,,,630,630,1260,8260,,8260
95,21-May-18,ARH/M518/116,116,21-May-18,14-Apr-18,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
96,22-May-18,ARH/M518/117,117,22-May-18,27-Apr-18,Tubuler Type Level Gauge,4,2900,11600,,11600,100,25,1044,1044,2088,13813,,13813
97,23-May-18,ARH/M518/118,118,23-May-18,28-Apr-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
98,24-May-18,ARH/M518/119,119,24-May-18,14-Apr-18,By-Pass Level Indicator,5,3500,17500,,17500,,,1575,1575,3150,20650,,20650
99,25-May-18,ARH/M518/120,120,25-May-18,30-Apr-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
100,25-May-18,ARH/M518/121,121,25-May-18,23-Apr-18,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
101,1-Jun-18,ARH/J618/100,100,1-Jun-18,6-May-18,Tubuler Type Level Gauge,3,2900,8700,,8700,100,25,783,783,1566,10391,,10391
102,2-Jun-18,ARH/J618/101,101,2-Jun-18,7-May-18,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
103,5-Jun-18,ARH/J618/102,102,5-Jun-18,2-Jun-18,By-Pass Level Indicator,2,3500,7000,,7000,,,630,630,1260,8260,,8260
104,6-Jun-18,ARH/J618/103,103,6-Jun-18,,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
105,7-Jun-18,ARH/J618/104,104,7-Jun-18,10-May-18,Tubuler Type Level Gauge,2,2900,5800,,5800,100,25,522,522,1044,6969,,6969
106,8-Jun-18,ARH/J618/105,105,8-Jun-18,,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
107,9-Jun-18,ARH/J618/106,106,9-Jun-18,12-May-18,By-Pass Level Indicator,5,3500,17500,,17500,,,1575,1575,3150,20650,,20650
108,10-Jun-18,ARH/J618/107,107,10-Jun-18,,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
109,11-Jun-18,ARH/J618/108,108,11-Jun-18,14-May-18,Conductivity Float Level Switch,1,11700,11700,5%,11115,350,,1000.35,1000.35,2000.7,13465.7,0.7,13465
110,12-Jun-18,ARH/J618/109,109,12-Jun-18,10-Jun-18,Tubuler Type Level Gauge,5,2900,14500,,14500,100,25,1305,1305,2610,17235,,17235
111,13-Jun-18,ARH/J618/110,110,13-Jun-18,,By-Pass Level Indicator,2,3500,7000,,7000,,,630,630,1260,8260,,8260
112,14-Jun-18,ARH/J618/111,111,14-Jun-18,17-May-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
113,15-Jun-18,ARH/J618/112,112,15-Jun-18,18-May-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
114,15-Jun-18,ARH/J618/113,113,15-Jun-18,,Tubuler Type Level Gauge,2,2900,5800,,5800,100,25,522,522,1044,6969,,6969
115,15-Jun-18,ARH/J618/114,114,15-Jun-18,20-May-18,By-Pass Level Indicator,3,3500,10500,,10500,,,945,945,1890,12390,,12390
116,18-Jun-18,ARH/J618/115,115,18-Jun-18,15-Jun-18,Tubuler Type Level Gauge,3,2900,8700,,8700,100,25,783,783,1566,10391,,10391
117,2-Jul-18,ARH/J718/100,100,2-Jul-18,5-Jun-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
118,6-Jul-18,ARH/J718/101,101,6-Jul-18,6-Jun-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
119,7-Jul-18,ARH/J718/102,102,7-Jul-18,7-Jun-18,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
120,7-Jul-18,ARH/J718/103,103,7-Jul-18,8-Jun-18,Capicitance Type,5,35000,175000,,175000,450,,15750,15750,31500,206950,,206950
121,10-Jul-18,ARH/J718/104,104,10-Jul-18,9-Jun-18,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
122,12-Jul-18,ARH/J718/105,105,12-Jul-18,10-Jun-18,Float And Board Level Indicator,2,3520,7040,,7040,,25,633.6,633.6,1267.2,8332.2,0.2,8332
123,13-Jul-18,ARH/J718/106,106,13-Jul-18,11-Jul-18,Capicitance Type,2,35000,70000,,70000,450,,6300,6300,12600,83050,,83050
124,14-Jul-18,ARH/J718/107,107,14-Jul-18,12-Jun-18,Float And Board Level Indicator,5,3520,17600,10%,15840,,25,1425.6,1425.6,2851.2,18716.2,0.2,18716
125,16-Jul-18,ARH/J718/108,108,16-Jul-18,13-Jun-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
126,16-Jul-18,ARH/J718/109,109,16-Jul-18,14-Jun-18,Capicitance Type,3,35000,105000,,105000,450,,9450,9450,18900,124350,,124350
127,17-Jul-18,ARH/J718/110,110,17-Jul-18,14-Jun-18,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
128,18-Jul-18,ARH/J718/111,111,18-Jul-18,16-Jul-18,Conductivity Float Level Switch,1,11700,11700,5%,11115,350,,1000.35,1000.35,2000.7,13465.7,0.7,13465
129,19-Jul-18,ARH/J718/112,112,19-Jul-18,17-Jun-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
130,20-Jul-18,ARH/J718/113,113,20-Jul-18,18-Jun-18,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
131,21-Jul-18,ARH/J718/114,114,21-Jul-18,19-Jun-18,Float And Board Level Indicator,3,3520,10560,,10560,,25,950.4,950.4,1900.8,12485.8,0.8,12485
132,25-Jul-18,ARH/J718/115,115,25-Jul-18,22-Jun-18,Capicitance Type,2,35000,70000,,70000,450,,6300,6300,12600,83050,,83050
133,2-Aug-18,ARH/A818/100,100,2-Aug-18,,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
134,2-Aug-18,ARH/A818/101,101,2-Aug-18,15-Jul-18,Magnetic Float Level Switch,3,12300,36900,5%,35055,350,,3154.95,3154.95,6309.9,41714.9,0.9,41714
135,2-Aug-18,ARH/A818/102,102,2-Aug-18,15-Jul-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
136,7-Aug-18,ARH/A818/103,103,7-Aug-18,17-Jul-18,Conductivity Float Level Switch,5,11700,58500,5%,55575,350,,5001.75,5001.75,10003.5,65928.5,0.5,65928
137,8-Aug-18,ARH/A818/104,104,8-Aug-18,,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
138,9-Aug-18,ARH/A818/105,105,9-Aug-18,9-Aug-18,Conductivity Float Level Switch,1,11700,11700,5%,11115,350,,1000.35,1000.35,2000.7,13465.7,0.7,13465
139,10-Aug-18,ARH/A818/106,106,10-Aug-18,20-Jul-18,Float And Board Level Indicator,2,3520,7040,,7040,,25,633.6,633.6,1267.2,8332.2,0.2,8332
140,11-Aug-18,ARH/A818/107,107,11-Aug-18,,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
141,12-Aug-18,ARH/A818/108,108,12-Aug-18,22-Jul-18,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
142,13-Aug-18,ARH/A818/109,109,13-Aug-18,13-Aug-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
143,14-Aug-18,ARH/A818/110,110,14-Aug-18,24-Jul-18,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
144,15-Aug-18,ARH/A818/111,111,15-Aug-18,,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
145,16-Aug-18,ARH/A818/112,112,16-Aug-18,26-Jul-18,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
146,17-Aug-18,ARH/A818/113,113,17-Aug-18,27-Jul-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
147,21-Aug-18,ARH/A818/114,114,21-Aug-18,28-Jul-18,Conductivity Float Level Switch,4,11700,46800,5%,44460,350,,4001.4,4001.4,8002.8,52812.8,0.8,52812
148,21-Aug-18,ARH/A818/115,115,21-Aug-18,29-Jul-18,Miniature Level Switch(SS),1,1502,1502,,1502,,,135.18,135.18,270.36,1772.36,0.36,1772
149,24-Aug-18,ARH/A818/116,116,24-Aug-18,30-Jul-18,Magnetic Float Level Switch,3,12300,36900,,36900,350,,3321,3321,6642,43892,,43892
150,24-Aug-18,ARH/A818/117,117,24-Aug-18,31-Jul-18,External Chambers,1,4200,4200,,4200,,,378,378,756,4956,,4956
151,28-Aug-18,ARH/A818/118,118,28-Aug-18,,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
152,1-Sep-18,ARH/S918/100,100,1-Sep-18,,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
153,6-Sep-18,ARH/S918/101,101,6-Sep-18,1-Sep-18,Side Mount Level Switch,3,6000,18000,,18000,,,1620,1620,3240,21240,,21240
154,19-Sep-18,ARH/S918/102,102,19-Sep-18,,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
155,24-Sep-18,ARH/S918/103,103,24-Sep-18,,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
156,5-Oct-18,ARH/O1018/100,100,5-Oct-18,8-Sep-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
157,9-Oct-18,ARH/O1018/101,101,9-Oct-18,5-Oct-18,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
158,12-Oct-18,ARH/O1018/102,102,12-Oct-18,11-Oct-18,Tubuler Type Level Gauge,3,2900,8700,,8700,100,25,783,783,1566,10391,,10391
159,13-Oct-18,ARH/O1018/103,103,13-Oct-18,10-Oct-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
