Sr.No,Date,Invoice No,Challan No,Challan Date,P.O. Date,Product Name,Qty,Unit Price,Amount,Discount,Total Value,Packing & Forwarding,Freight,CGST(9%),SGST(9%),GST Tax Total,Sub Total,Rounded Off,Total
170,9-Nov-18,ARH/N1118/106,106,9-Nov-18,9-Oct-18,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
171,12-Nov-18,ARH/N1118/107,107,12-Nov-18,5-Nov-18,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
172,13-Nov-18,ARH/N1118/108,108,13-Nov-18,19-Oct-18,Float And Board Level Indicator,2,3520,7040,,7040,,25,633.6,633.6,1267.2,8332.2,0.2,8332
173,14-Nov-18,ARH/N1118/109,109,14-Nov-18,12-Oct-18,Conductivity Float Level Switch,1,11700,11700,5%,11115,350,,1000.35,1000.35,2000.7,13465.7,0.7,13465
174,16-Nov-18,ARH/N1118/110,110,16-Nov-18,13-Oct-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
175,16-Nov-18,ARH/N1118/111,111,16-Nov-18,14-Oct-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
176,17-Nov-18,ARH/N1118/112,112,17-Nov-18,15-Oct-18,Capicitance Type,2,35000,70000,,70000,450,,6300,6300,12600,83050,,83050
177,21-Nov-18,ARH/N1118/113,113,21-Nov-18,16-Oct-18,Miniature Level Switch(SS),1,1502,1502,15%,1276.7,,,114.903,114.903,229.806,1506.506,0.506,1506
178,21-Nov-18,ARH/N1118/114,114,21-Nov-18,17-Oct-18,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
179,21-Nov-18,ARH/N1118/115,115,21-Nov-18,18-Nov-18,External Chambers,1,4200,4200,5%,3990,,,359.1,359.1,718.2,4708.2,0.2,4708
180,21-Nov-18,ARH/N1118/116,116,21-Nov-18,19-Oct-18,Capicitance Type,3,35000,105000,,105000,450,,9450,9450,18900,124350,,124350
181,22-Nov-18,ARH/N1118/117,117,22-Nov-18,20-Oct-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
182,23-Nov-18,ARH/N1118/118,118,23-Nov-18,21-Oct-18,Capicitance Type,2,35000,70000,,70000,450,,6300,6300,12600,83050,,83050
183,24-Nov-18,ARH/N1118/119,119,24-Nov-18,25-Oct-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
184,29-Nov-18,ARH/N1118/120,120,29-Nov-18,29-Oct-18,Float And Board Level Indicator,2,3520,7040,,7040,,25,633.6,633.6,1267.2,8332.2,0.2,8332
185,3-Dec-18,ARH/D1218/100,100,3-Dec-18,23-Nov-18,Conductivity Float Level Switch,5,11700,58500,5%,55575,350,,5001.75,5001.75,10003.5,65928.5,0.5,65928
186,4-Dec-18,ARH/D1218/101,101,4-Dec-18,24-Nov-18,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
187,5-Dec-18,ARH/D1218/102,102,5-Dec-18,25-Nov-18,Side Mount Level Switch,1,6000,6000,,6000,,,540,540,1080,7080,,7080
188,6-Dec-18,ARH/D1218/103,103,6-Dec-18,26-Nov-18,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
189,7-Dec-18,ARH/D1218/104,104,7-Dec-18,,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
190,8-Dec-18,ARH/D1218/105,105,8-Dec-18,28-Nov-18,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
191,10-Dec-18,ARH/D1218/106,106,10-Dec-18,3-Dec-18,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
192,10-Dec-18,ARH/D1218/107,107,10-Dec-18,30-Nov-18,Conductivity Float Level Switch,2,11700,23400,5%,22230,350,,2000.7,2000.7,4001.4,26581.4,0.4,26581
193,10-Dec-18,ARH/D1218/108,108,10-Dec-18,1-Dec-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
194,10-Dec-18,ARH/D1218/109,109,10-Dec-18,2-Nov-18,Magnetic Float Level Switch,6,12300,73800,5%,70110,350,,6309.9,6309.9,12619.8,83079.8,0.8,83079
195,13-Dec-18,ARH/D1218/110,110,13-Dec-18,,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
196,14-Dec-18,ARH/D1218/111,111,14-Dec-18,4-Dec-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
197,15-Dec-18,ARH/D1218/112,112,15-Dec-18,5-Dec-18,Miniature Level Switch(SS),1,1502,1502,,1502,,,135.18,135.18,270.36,1772.36,0.36,1772
198,17-Dec-18,ARH/D1218/113,113,17-Dec-18,6-Nov-18,External Chambers,1,4200,4200,5%,3990,,,359.1,359.1,718.2,4708.2,0.2,4708
199,17-Dec-18,ARH/D1218/114,114,17-Dec-18,7-Dec-18,Magnetic Float Level Switch,3,12300,36900,5%,35055,350,,3154.95,3154.95,6309.9,41714.9,0.9,41714
200,18-Dec-18,ARH/D1218/115,115,18-Dec-18,8-Dec-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
201,19-Dec-18,ARH/D1218/116,116,19-Dec-18,9-Dec-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
202,20-Dec-18,ARH/D1218/117,117,20-Dec-18,,Float And Board Level Indicator,1,3520,3520,,3520,,25,316.8,316.8,633.6,4178.6,0.6,4178
203,21-Dec-18,ARH/D1218/118,118,21-Dec-18,3-Nov-18,Conductivity Float Level Switch,3,11700,35100,,35100,350,,3159,3159,6318,41768,,41768
204,22-Dec-18,ARH/D1218/119,119,22-Dec-18,12-Dec-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
205,25-Dec-18,ARH/D1218/120,120,25-Dec-18,13-Dec-18,Magnetic Float Level Switch,2,12300,24600,5%,23370,350,,2103.3,2103.3,4206.6,27926.6,0.6,27926
206,25-Dec-18,ARH/D1218/121,121,25-Dec-18,14-Dec-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
207,25-Dec-18,ARH/D1218/122,122,25-Dec-18,15-Dec-18,Miniature Level Switch,1,2850,2850,,2850,,,256.5,256.5,513,3363,,3363
208,26-Dec-18,ARH/D1218/123,123,26-Dec-18,3-Nov-18,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
209,27-Dec-18,ARH/D1218/124,124,27-Dec-18,17-Dec-18,Conductivity Float Level Switch,6,11700,70200,5%,66690,350,,6002.1,6002.1,12004.2,79044.2,0.2,79044
210,28-Dec-18,ARH/D1218/125,125,28-Dec-18,18-Dec-18,Magnetic Float Level Switch,1,12300,12300,5%,11685,350,,1051.65,1051.65,2103.3,14138.3,0.3,14138
211,29-Dec-18,ARH/D1218/126,126,29-Dec-18,25-Dec-18,Tubuler Type Level Gauge,1,2900,2900,,2900,100,25,261,261,522,3547,,3547
